title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
cacti and succulents handbook,"""explains how to grow and care for cactus and succulent plants in the home a gallery shows how cacti and succulents can be arranged and a directory of plants provides information on dozens of species""--provided by publisher",cultivating cacti and succulents -- common species of cacti -- companion succulents -- cacti and succulent collections,"['cactus', 'succulent plants']","['succulent plants', 'succulents', 'plants, potted', 'plants, ornamental', 'house plants in interior decoration']",s,"{'cactus': 12, 'succulent plants': 1}"
hybrid communities : biosocial approaches to domestication and other trans-species relationships,"""domestication challenges our understanding of human-environment relationships because it blurs the dichotomy between what is artificial and what is natural in domestication, biological evolution, environmental change, anthropological trajectories and sociocultural choices are inextricably interconnected domestication is essentially a hybrid phenomenon that has not, up until now, been explored with hybrid scientific approaches hybrid communities: biosocial approaches to domestication and other trans-species relationships attempts for the first time to explore domestication viewed from across disciplines both in its origins and as an ongoing process this edited collection proposes new biosocial approaches and concepts which integrate the methods of social sciences, archaeology and biology to shed new light on domestication in diachrony and in synchrony this book will be of great interest to all scholars working on human-environment relationships, and should also attract readers from the fields of social anthropology, archaeology, ecology, botany, zoology, history and philosophy""-- provided by publisher","a genetic perspective on the domestication continuum / laurent a f frantz and greger larson -- self-domestication or human control? the upper palaeolithic domestication of the wolf / mietje germonpré, martina láznicková-galetová, mikhail v sablin and hervé bocherens -- beyond wild and domestic : human complex relationships with dogs, wolves, and wolf-dog hybrids / nicolas lescureux -- wild game or farm animal? tracking human-pig relationship in ancient times through stable isotope analysis / marie balasse, thomas cucchi, allowen evin, adrian balasescu, delphine frémondeau and marie-pierre horard-herbin -- arable weeds as a case study in plant-human relationships beyond domestication / amy bogaard, mohammed ater and john g hodgson -- from fighting against to becoming with : viruses as companion species / charlotte brives -- milk as a pivotal medium in the domestication of cattle, sheep and goat / mélanie roffet-salque, rosalind e gillis, richard p evershed and jean-denis vigne -- watching the horses : the impact of horses on early pastoralists' sociality and political ethos in inner asia / gala argent -- growing a shared landscape : plants and humans over generations among the duupa farmers of northern cameroon / éric garine, adeline barnaud and christine raimond -- tree fig and olive domestication in the rif, northern morocco entangled human and tree lives and history / yildiz aumeeruddy-thomas -- cooperating with the wild : past and present auxiliary animals assisting humans in their foraging activities / edmond dounias -- why did the khamti not domesticate their elephants? building a hybrid sociality with tamed elephants / nicolas lainé -- cognition and emotions in dog domestication / sarah jeannin -- domestication and animal labour / jocelyne porcher and sophie nicod -- human-dog-reindeer coexistence and cooperation in siberian arctic and subarctic / konstantin klokov and valdimir davydov -- domesticating the machine? (re)configuring domestication practices in robotic dairy farming / séverine lagneaux -- from parasite to reared insect : humans and mosquitoes in réunion island / sandrine dupé","['domestication', 'nature', 'human-animal relationships', 'human-plant relationships']","['domestication', 'animals and civilization', 'animal culture', 'human-animal relationships', 'agriculture, prehistoric']",s,"{'domestication': 1, 'nature': 178, 'human-animal relationships': 4, 'human-plant relationships': 9}"
bamboo forest research journal,"""follow along as a fictional researcher observes and makes journal entries about their field trip through the shunan bamboo forest ecosystem outstanding photographs highlight the animals, plants, and people that inhabit china's oldest bamboo forest simple graphs show facts about the forest, and the final report describes efforts being made to preserve it""-- provided by publisher",mission to the shunan bamboo forest -- field journal day 1: chengdu -- field journal day 2: chengdu research base of giant panda -- field journal day 3: chengdu to shunan bamboo forest -- field journal day 4: overnight in wangyou valley -- field journal day 5: wangyou valley papermaking -- field journal day 6: guanyun pavilion and jade corridor -- field journal day 7: sea in the sea -- field journal day 8: xianyu cave -- field journal day 9: fairy lake and tianbao village -- field journal day 10: rainbow falls -- field journal day 11: qinglong lake -- final report -- your turn,"['forests and forestry', 'bamboo', 'giant panda']","['bamboo', 'forest ecology', 'forests and forestry', 'nature conservation', 'habitat conservation']",s,"{'forests and forestry': 3, 'bamboo': 1, 'giant panda': 66}"
weird inventions for your pet,"""people often look for ways to make caring for their pets easier or more effective, but only a fraction of these people actually create new products to try to achieve this readers of this captivating book will get an inside peek at some of the wildest pet inventions out there while some may have been useful, others were not engaging fact boxes, sidebars, and full-color photographs help readers better understand these crazy creations animal lovers and young readers of many levels will be inspired by this exciting take on some of the most bizarre pet inventions out there""-- provided by publisher","we love our pets -- walking the dog -- the scoop on poop -- weird walks -- bath time! -- what's that, boy? -- from barks to tweets -- keeping your pet close -- running on hamsters -- need a hand? -- raining cats and dogs -- what's next?","['pet supplies', 'pets', 'inventions']","['pet supplies', 'pet owners', 'veterinary instruments and apparatus', 'toy dogs', 'pets']",s,"{'pet supplies': 1, 'pets': 5, 'inventions': 12}"
low-maintenance vegetable gardening,"""spend less time in the garden--and get more results! low maintenance vegetable gardening is an indispensable guide for anyone with limited time who still wants to achieve high yields from their vegetable plot""--provided by publisher","design, construction, and planning -- what to grow -- low-maintenance vegetables -- how to grow -- gardening the low-maintenance way","['vegetable gardening', 'low maintenance gardening']","['low maintenance gardening', 'vegetable gardening', 'organic gardening', 'vertical gardening', 'small gardens']",s,"{'vegetable gardening': 2, 'low maintenance gardening': 1}"
miniature bonsai : the complete guide to super-mini bonsai,"miniature bonsai reveals the japanese art of super-mini bonsai gardening this new book by japanese expert terutoshi iwai shows you how to create exquisite super-mini bonsai that last for year with the right care! from choosing the plants and containers to buying and mixing the growing medium, to maintaining and displaying your bonsai--iwai provides all the information needed to successfully cultivate miniature bonsai he includes instructions for growing many different varieties of miniature bonsai including pines, maples, junipers, oaks and a variety of flowering trees-- source other than the library of congress",the basics of super-mini bonsai and how to prepare them -- making super-mini bonsai -- super-mini bonsai maintenance -- displaying and enjoying super-mini bonsai -- all kinds of super-mini bonsai,"['bonsai', 'gardens, miniature']","['bonsai', 'ornamental trees', 'bamboo', 'flower arrangement, japanese', 'ornamental conifers']",s,"{'bonsai': 1, 'gardens, miniature': 10}"
pet-tecture : design for pets,"""an inspiring, surprising and fun collection of stylish, well-designed architecture for pets, including playful cat trees, concrete dog homes, luxury chicken coops, 3d-printed fish tanks, and a dog-shaped cat scratcher anyone who loves pets will find pet-tecture indispensable and irresistible"" -- back cover",introduction: contemporay design for pets -- pet-tecture -- where to buy -- directory of pets,"['pets', 'pet supplies']","['pet owners', 'pets', 'pet shop owners', 'pet supplies', 'interior decoration']",s,"{'pets': 2, 'pet supplies': 4}"
top dogs : true stories of canines that made history,"""true stories about dogs whose actions influenced the course of history, including the first seeing-eye dog, search and rescue dogs, and military dogs""-- provided by publisher",paw prints through history -- seaman the newfoundland -- lion dogs -- combat canine -- togo and balto -- a real buddy -- military guard dogs -- sniffer dog saves the day -- search and rescue dogs -- time line -- places to visit -- main sources,"['working dogs', 'dogs']","['dog rescue', 'rescue dogs', 'dog breeds', 'saint bernard dog', 'dog sports']",s,"{'working dogs': 9, 'dogs': 18}"
10 plants that shook the world,"profiles ten plants that influenced human history, including cotton, sugar, rubber, and potatoes-- source other than the library of congress",papyrus -- pepper -- tea -- sugarcane -- cotton -- cacao -- cinchona -- rubber -- potato -- corn -- conclusion -- map of plant origins,"['plants and history', 'plants, useful']","['plants and history', 'plants and civilization', 'human-plant relationships', 'plant ecology', 'endemic plants']",s,"{'plants and history': 1, 'plants, useful': 51}"
laboratory animal medicine,"""laboratory animal medicine, third edition, is a fully revised publication from the american college of laboratory medicine's acclaimed blue book series it presents an up-to-date volume that offers the most thorough coverage of the biology, diseases, health, and care of laboratory animals laboratory animal medicine is organized by species, with new inclusions of chinchillas, birds, and program and employee management, facility design, gnotobiology, and engineering, and is written and edited by known experts in the fields users will find gold-standard guidance on the practice and principles of laboratory animal science, as well as valuable information that applies across all of the biological and biomedical sciences that utilize laboratory animals"" --back cover","list of reviewers -- list of contributors -- preface to the third edition - laboratory animal medicine: historical perspectives -- laws, regulations, and policies affecting the use of laboratory animals -- biology and diseases of mice -- biology and diseases of rats -- biology and diseases of hamsters -- biology and diseases of guinea pigs -- biology and diseases of other rodents -- the laboratory woodchuck (marmota monax) -- biology and diseases of chinchillas -- biology and diseases of rabbits -- microbiological quality control for laboratory rodents and lagomorphs -- biology and diseases of dogs -- biology and diseases of cats -- biology and diseases of ferrets -- biology and diseases of ruminants (sheep, goats, and cattle) -- biology and diseases of swine -- nonhuman primates -- biology and diseases of amphibians -- biology and diseases of reptiles -- the biology and management of the zebrafish -- biology and management of laboratory fishes -- japanese quail as a laboratory animal model -- zebra finches in biomedical research -- preanesthesia, anesthesia, analgesia, and euthanasia -- techniques of experimentation -- gnotobiotics -- working safely with experimental animals exposed to biohazards -- selected zoonoses -- xenozoonoses: the risk of infection after xenotransplantation -- occupational health of laboratory animal workers -- genetic monitoring of laboratory mice and rats -- genetically modified animals -- factors that can influence animal research -- animal models in biomedical research -- research in laboratory animal and comparative medicine -- design and management of research facilities -- program management -- laboratory animal behavior -- animal welfare -- index","['laboratory animals', 'laboratory animals']","['laboratory animals', 'veterinary physiology', 'veterinary pathology', 'veterinary clinical pathology', 'animal health']",s,{'laboratory animals': 1}
pruning & training,"""with step-by-step tutorials for every technique, unique annotated illustrations showing exactly where to make the cut, and detailed instructions for over 800 garden plants, this is the definitive practical guide-- page [4] of cover",introduction -- ornamental trees -- tree fruits -- ornamental shrubs -- soft fruits -- climbing plants -- roses,"['pruning', 'plants', 'trees', 'ornamental trees', 'shrubs', 'ornamental shrubs', 'climbing plants', 'fruit trees', 'roses', 'gardening', 'landscape gardening']","['pruning', 'ornamental shrubs', 'plants, ornamental', 'plant conservation', 'flower gardening']",s,"{'pruning': 1, 'plants': 27, 'trees': 68, 'ornamental trees': 6, 'shrubs': 7, 'ornamental shrubs': 2, 'climbing plants': 66, 'fruit trees': 61, 'roses': 26, 'gardening': 34, 'landscape gardening': 41}"
"forest policy, economics, and markets in zambia","this book is the first volume describing the wood and non-wood forest products in zambia it is an all-in-one information package, a one stop reference book about the characteristics of the forest sector that provides information on production, market, and trade as well as related policies and legislations this volume is a compilation from research and surveys conducted in various provinces and districts of zambia in the book, the production and various uses of wood and non-wood forest products in different parts of zambia are presented in a way that enables the reader to appreciate this sector in detail-- source other than library of cngress","list of contributors foreword preface disclaimer 1 an overview of the forestry sector in zambia / phillimon ng'andwe, jacob mwitwa, ambayeba muimba-kankolongo, and jegatheswaran ratnasingam : forestry sector classification -- reducing emissions from deforestation and forest degradation -- carbon management and trade -- forest and timber certification -- forest law, enforcement, governance and trade -- conclusion -- references 2 wood and wood products, markets and trade / phillimon ng'andwe, jegatheswaran ratnasingam, jacob mwitwa, and james c tembo : introduction -- wood industry development -- wood industry classification -- sawmilling industry -- wood based panel industry -- value-added engineered wood products industry -- wood furniture industry -- woodcrafts industry -- employment in the wood industry -- production, markets access and trade of wood products -- overview of global trade -- wood and wood products trade in zambia -- production and trade -- value-addition opportunities -- characteristics of the wood products industry -- approaches to value addition -- integrated use of forest and mill wood waste -- types of forest waste -- energy production from wood waste -- forest certification and green building -- certified forest products markets -- conclusion -- references 3 non-wood forest products, markets, and trade / ambayeba muima-kankolongo, phillimon ng'andwe, jacob mwitwa, and mathew k banda : introduction -- prevalence and use of non-wood forest products -- the non-wood forest product industry -- market access and trade for non-wood forest products -- markets for non-wood forest products -- conclusion -- references 4 contribution of the forestry sector to the national economy / phillimon ng'andwe, jacob mwitwa, ambayeba muimba-kankolongo, nkandu kabibwa, and litia simbangala : introduction -- the role of the forestry sector in the national economy -- previous frameworks -- standards in computing economic contribution -- system of national accounts -- international standard industrial classification of all economic activities (isic) -- central product classification (cpc) -- standard international trade classification (sitc) -- harmonized commodity description and coding system (hs) -- value added by the forestry sector -- use of international nomenclature -- use of conversions factors in the forestry sector -- forest and logging -- conversion factors for energy production from wood -- conversion factors under manufacturing -- contribution to the national economy -- trends of the sector growth rates -- status and characteristics of the forestry sector -- linking the forestry sector contribution to the un-redd -- conclusion -- references 5 integration of forestry into the national economy / jacob mwitwa, ambayeba muimba-kankolongo, obote shakacite, and phillimon ng'andwe : introduction -- framework for integration of forestry sector into the national economy -- linking the forestry sector to poverty reduction -- conclusion -- references index","['forest policy', 'forests and forestry']","['non-timber forest products industry', 'forest products industry', 'sustainable forestry', 'non-timber forest products', 'forestry and community']",s,"{'forest policy': 17, 'forests and forestry': 7}"
cultivating chaos : how to enrich landscapes with self-seeding plants,"self-seeding plants can create naturalistic gardens of great charm, but left to their own devices quickly spiral out of control maintaining the balance of plants so that a small number of robust species do not evict the others and developing the structure of the garden are important techniques to acquire taking inspiration from the gardens of christopher lloyd, derek jarman and henk gerritsen cultivating chaos teaches how to prepare your soil for improved germination, guide your planting as it evolves, and create different ecological niches from which will emerge beautiful, species-rich gardens",how do you garden with self-seeding plants? letting go ; the advantages of gardening with self-seeders ; the strategy behind self-seeding plants ; the life spans of self-seeding plants ; dungeness : nature's tapestry -- let the planting being using seeds and plug plants ; preparation for planting ; wolfram kunick : the pioneer of pioneers ; transforming a site ; gardening from the bottom up ; het vlackeland : fast-blooming dynamic splendor -- strategies for design and maintenance can self-seeding plants be controlled? ; unwanted plants ; every picture needs a frame ; ton der linden : chaotic charm in the garden ; plants in crevices and joints ; crushed limestone beds ; meadows : cultivating chaos on a grand scale ; managing the mix ; picking your time ; the only constant is change ; waltham place : naturalism in a formal setting -- plants for self-seeding gardens,"['planting design', 'landscape plants', 'plant propagation', 'gardens']","['wild flower gardening', 'plant propagation', 'plant ecology', 'landscape plants', 'natural landscaping']",s,"{'planting design': 6, 'landscape plants': 4, 'plant propagation': 2, 'gardens': 27}"
agricultural specialisation and rural patterns of development,"""in agricultural history, specialisation is usually considered as progress, turning peasants into market-orientated farmers and allowing them to escape from self-sufficiency recent developments in the field of productivist agriculture and the recent rise of alternative agriculture cast doubt on this conventional concept of agricultural specialisation several questions arise: did specialisation necessarily mean that farms concentrated on a single product? was it always a great step forward? did it occur in the same form in earlier centuries as in contemporary economies? the chapters of this book draw attention to several factors relevant to processes of specialisation, such as markets, transport, and the natural environment the contributions deal with regions in 10 countries of europe, from sweden to spain and from england to bulgaria, and with periods between the seventeenth and the twentieth centuries they suggest several conclusions specialisation can take place in various forms, ranging from focussing on a single major cash crop to giving preference to a combination of products this is true both at the level of an individual farm as at a regional level specialisation did not always improve the farmers' standard of living and it was neither a linear nor an irreversible process this can be observed in periods of war, but also in recent developments in post-communist countries""-- publisher's web site","specialisation in rural history: towards a definition / laurent herment, annie antoine -- early specialisations and late specialisations in the rural area around liège: an evaluation at the beginning of the twentieth century / paul servais -- an early form of specialised agriculture in western france / martine cocaud -- agricultural specialisations and the sea, seventeenth to nineteenth centuries / gérard le bouëdec -- a matter of geography? agricultural specialisation in southern sweden (scania), 1732-1864 / magnus bohman -- in transition from a 'traditional' to a 'specialised' agriculture: farming in the duchy of brunswick between the eighteeenth and the twentieth century / andreas kulhawy -- intensification without specialisation the development of a south-bohemian manorial estate in the nineteenth century / pavel matlas -- post-communist transition in bulgaria implications for the development of agricultural specialisation and farming structures / hrabrin bachev -- the impact of the british food production campaign (1939-1945) on agricultural specialisation and rural patterns of development: a reappraisal / john martin -- the balance between subsistence and specialisation in the huertas of the segura: an example from the farms of a large nineteenth-century landowner / maría teresa pérez picazo -- specialisation in dairying a rapid transformation in denmark and a drawn-out process in sweden / carin martiin -- the iron cage of dairy farming self-sufficiency and specialisation in finnish peasant farming at the beginning of the twentieth century / matti peltonen -- wine-growing and agricultural specialisation in late medieval and early modern europe / erich landsteiner -- the rapid expansion of vine-growing in the epernay vineyards, 1650 to 1830: the necessary creation of a vine-growing proletariat / benoît musset -- hop-farming in specialisation in seventeenth-century swedish rural society / pia nilsson","['agriculture', 'agriculture', 'rural development', 'economic specialization']","['agriculture and state', 'agricultural diversification', 'agricultural systems', 'agriculturally marginal lands', 'rural development']",s,"{'agriculture': 14, 'rural development': 5, 'economic specialization': 7}"
the horse encyclopedia,"browse through the catalog of gorgeous photographs and learn about the characteristics and origins of each breed, from friesians to thoroughbreds, and some of the most famous horses that left a mark on equine history a fascinating introduction takes you through the evolution of the horse, horse disciplines like polo and show jumping, the animal's place in history, art, culture, and much more with expert advice on horse health and care, including feeding, grooming, and conditioning, the horse encyclopedia can even guide you through the experience of becoming a first-time owner-- source other than library of congress","introduction to horses -- horses and humans -- catalog of breeds and types -- care and management introduction to horses the horse family ; asses, donkeys, mules, and hinnies ; the skeleton ; muscle structure ; gaits ; body systems ; markings and coat colors ; the senses ; behavior and communication ; reproduction -- horses and humans domestication ; the horse in war ; riding as art ; horses in legend and culture ; the working horse ; developing breeds and types -- catalog of breeds and types heavy horses ; lighter horses ; ponies -- care and management a balanced diet ; pasture management ; stables and stable management ; grooming and care ; signs of good health ; equine health","['horses', 'horse breeds', 'horsemanship']","['dressage horses', 'horse breeds', 'american saddlebred horse', 'horse breeders', 'race horses']",s,"{'horses': 17, 'horse breeds': 2, 'horsemanship': 9}"
eco-friendly technology for postharvest produce quality,"""eco-friendly technology for postharvest produce quality presents the scope of emerging eco-friendly technologies to maintain the postharvest quality of fresh produce in terms of safety and nutrition the book covers an analysis of the alternative and traditional methodologies pointing out the significant advantage and limitations of each technique it provides a standard reference work for the fresh produce industry in postharvest management to extend shelf life by ensuring safety first and then nutritional or sensory quality retentionfruits and vegetables are a huge portion of the food supply chain and are depended on globally for good health and nutrition the supply of good food, however, greatly depends on good postharvest handling practices although substantial research has been carried out to preserve the quality of fresh horticultural produce, further research-especially on safety-is still required this book provides foundational insights into current practices yielding best results for produce handling""-- back cover","new insights on postharvest ecophysiology of fresh horticultural crops / endrit kullaj -- advances in controlled atmosphere storage of fruits and vegetables / samad bodbodak, mohammad moshfeghifar -- recent trends in active packaging in fruits and vegetables / samad bodbodak, zahra rafiee -- advances in modified atmosphere packaging of fruits and vegetables / samad bodbodak, mohammad moshfeghifar -- recent developments of 1-methylcyclopropene (1-mcp) treatments on fruit quality attributes / daniel valero, fabián guillén, juan m valverde, salvador castillo, maría serrano -- impact of brassinosteroids on postharvest physiology of fruits and vegetables / morteza soleimani aghdam, mesbah babalar, mohammad ali askari sarcheshmeh -- polyamines as an ecofriendly postharvest tool to maintain fruit quality / maría serrano, pedro j zapata, domingo martínez-romero, huertas m díaz-mula, daniel valero -- impact of salicylic acid on postharvest physiology of fruits and vegetables / morteza soleimani aghdam, mohammadreza asghari, mesbah babalar, mohammad ali askari sarcheshmeh -- chitosan : properties and roles in postharvest quality preservation of horticultural crops / swati sharma, kalyan barman, mohammed wasim siddiqui","['farm produce', 'crops']","['irradiated fruit', 'cooking (fruit)', 'fruit-culture', 'citrus fruit industry', 'agricultural chemicals']",s,"{'farm produce': 15, 'crops': 126}"
indoor edible garden,"describes methods for growing edible plants indoors, covering how to make the most of available light, instructions for growing specific plants, and productive and pleasing projects to brighten the home","planting an indoor edible garden -- herbs & edible flowers -- sprouts, leaves, & roots -- fruiting vegetables -- fruit -- experts' tips","['indoor gardening', 'vegetable gardening']","['indoor gardening', 'edible landscaping', 'house plants in interior decoration', 'house plants', 'plants, edible']",s,"{'indoor gardening': 1, 'vegetable gardening': 6}"
"god, man and domesticated animals : the birth of shepherds and their descendants in the ancient near east","""this book is a fascinating exploration into how european attitudes that measure human achievements according to the extent of control over nature is a cultural and historical product of the ancient middle eastern and mediterranean world the subject matter is the emergence of domestication, the history and role of shepherds, and the bible the book is comprised of two parts drawing on fieldwork spanning more than four decades, part i looks at the domestication process of sheep and goats and the emergence of the profession of shepherd here the author analyzes the intervention techniques involved in the domestication process using foucault's concept of 'pastoral power' part ii focuses on how god's pronouncements concerning animals in the old testament came to take unique forms in the ancient middle east reflecting the relationships between city-states' ruling chiefs as large herd owners and local pastoralists as entrusted shepherds pivoting around domesticated animal life""--publishers website","part i domestication process and the birth of shepherds location of domesticated sheep and goats -- objectives and methods -- how did domestication begin? -- developments after the beginning of domestication -- the unique position of ancient near eastern pastoralists : overcoming the physiological barrier to milking cows -- part ii large household chiefs, entrusted shepherds and domesticated animals the domesticated animal as serf : herd guide-wethers and eunuchs -- relationship between temple cities and pastoral groups in the ancient near east -- mode analysis of dietary narratives in the pentateuch","['domestication', 'shepherds', 'agriculture, prehistoric', 'agriculture', 'pastoral systems', 'human-animal relationships', 'neolithic period']","['pastoral systems', 'animals and civilization', 'shepherds', 'domestication', 'agriculture, ancient']",s,"{'domestication': 4, 'shepherds': 3, 'agriculture, prehistoric': 8, 'agriculture': 74, 'pastoral systems': 1, 'human-animal relationships': 14, 'neolithic period': 18}"
encyclopedia of food grains,"the encyclopedia of food grains is an in-depth and authoritative reference covering all areas of grain science coverage includes everything from the genetics of grains to the commercial, economic and social aspects of this important food source also covered are the biology and chemistry of grains, the applied aspects of grain production and the processing of grains into various food and beverage products with the paramount role of cereals as a global food source, this encyclopedia is sure to become the standard reference work in the field of science",volume 1 the world of food grains -- volume 2 nutrition and food grains -- volume 3 grain-based products and their processing -- volume 4 the production and genetics of food grains,"['grain', 'cereal products', 'cereal products industry']","['cereal products industry', 'grain', 'food crops', 'seed crops', 'crops and soils']",s,"{'grain': 2, 'cereal products': 7, 'cereal products industry': 1}"
the perfect puppy : how to raise a well-behaved dog,"counsels puppy owners on the fundamentals of caring for and training young dogs while fostering a trust-based relationship, in a guide that covers such topics as addressing behavioral problems, grooming, and understanding a puppy-- source other than the library of congress","the raw material -- how breeds affect behavior -- a puppy's view of the world -- the new family, life with a puppy -- developmental stages -- socialization -- housetraining -- behavior control and leadership -- toys and games -- preventing biting, aggression, chewing -- handling and grooming -- good manners and learning to be alone -- training your puppy -- adolescence and beyond","['puppies', 'puppies', 'puppies']","['dog adoption', 'animal training', 'dog trainers', 'dog rescue', 'dog owners']",s,{'puppies': 12}
"the dog diet answer book : the complete nutrition guide to help your dog live a happier, healthier, and longer life","the dog diet answer book helps dog owners better understand their dog's dietary needs and what ingredients to feed them with this practical guide, veterinarian greg martinez helps you diagnose common health problems; decipher ingredient labels; identify common allergens; understand the difference between types of dog foods and diets; make home-cooked meals and treats for your dog; and decide when to purchase high-quality commercial dog food or add healthy human food, oils, raw food, or home cooking to your pet's diet this resource will give you the tools to adjust your dog's diet in accordance with his nutritional needs so that he will lead a long, happy, and healthy life--cover",key ingredients in a dog's diet -- finding the right food for your dog -- feeding healthy human food and avoiding toxic foods -- understanding commercial food -- achieving healthy digestion with a grain-free diet and probiotics -- puppy diets -- feeding the active or athletic dog -- canine obesity -- treating medical issues with home remedies,"['dogs', 'dogs', 'dogs']","['animal nutrition', 'animal feeding', 'animal health', 'alternative veterinary medicine', 'pet supplies']",s,{'dogs': 46}
growing a sustainable city? : the question of urban agriculture,"""growing a sustainable city? offers a critical analysis of the development of urban agriculture policies and their role in making post-industrial cities more sustainable christina rosan and hamil pearsall's intriguing and illuminating case study of philadelphia reveals how growing in the city has become a symbol of urban economic revitalization, sustainability, and - increasingly - gentrification their comprehensive research includes interviews with urban farmers, gardeners, and city officials, and reveals that the transition to ""sustainability"" is marked by a series of tensions along race, class, and generational lines the book evaluates the role of urban agriculture in sustainability planning and policy by placing it within the context of a large city struggling to manage competing sustainability objectives they highlight the challenges and opportunities of institutionalizing urban agriculture into formal city policy rosan and pearsall tell the story of change and growing pains as a city attempts to reinvent itself as sustainable, livable, and economically competitive"" -- provided by publisher","introduction : the dilemma of urban agriculture -- the rise of urban agriculture as a short-term strategy (1893-1980) -- the agendas of urban agriculture at its peak (1990-2000s) -- the politics of urban agriculture in sustainability planning -- ""new growers"" making sense of their role -- putting growing in the city in perspective -- transitioning towards a sustainable future?","['urban agriculture', 'urban agriculture', 'sustainable agriculture', 'sustainable agriculture', 'sustainable urban development', 'sustainable urban development']","['urban agriculture', 'urban gardening', 'sustainable agriculture', 'agriculture and state', 'organic farmers']",s,"{'urban agriculture': 1, 'sustainable agriculture': 3, 'sustainable urban development': 6}"
encyclopedia of soil science,"the encyclopedia of soil science covers all branches of soil science including pedology, mineralogy, physics, soil mechanics, hydrology, chemistry, biology, ecology and management, and restoration of problem/degraded soils thematic topics dealing with soil management address numerous challenges including soil structure, tillage methods and mulch farming, irrigation, drainage and water table management, fertilizer and nutrient management, erosion control, and management of soil organic matter entries are alphabetically arranged, and subject and author indices are available for easy access",v 1 accounting -- erosivity -- v 2 ethics -- pollution -- v 3 porosity -- world,['soil science'],"['soil science', 'soil chemistry', 'soil ecology', 'soil mineralogy', 'soil management']",s,{'soil science': 1}
notes in the category of c : reflections on laboratory animal care and use,"this book addresses how to improve laboratory animal care and use while also characterizing the current state of the industry and speculating on its long-term future the proper care and use of laboratory animals is critically important to scientists and those who depend on data generated from these animals, such as physicians, patients and their families, consumers, federal and non-profit research funding entities, health advocacy organizations, fda, epa and other regulatory approval agencies, and companies that invest billions of research and development dollars for creating new diagnostics, drugs, vaccines, and medical devices this publication offers analysis from a field expert with a wealth of experience and presents new approaches for further advances in the field-- source other than library of congress","laboratory animal care must ad libitum mean ""always available""? -- smart refrigerators and dumb cages -- thermoneutral zones, we hardly knew ye -- waiting for spf zebrafish -- democratize the guide -- laboratory animals and gdp -- laboratory animal medicine the limits of the generalist -- from bedside to cageside -- laboratory animal psychiatry -- laboratory animal management is the veterinarian program director a threatened species? -- sometimes ""lean"" means ""more"" -- magnets and glue -- how do you define quality? -- the rise and demise of standardized husbandry -- laboratory animal ethics public honesty about laboratory animals -- increasing reduction options -- when humane endpoints aren't -- the hardest field -- buggy whips and telegrams?","['laboratory animals', 'laboratory animals', 'biological laboratories', 'animal welfare']","['laboratory animals', 'veterinary pathology', 'animal health', 'veterinary medicine', 'animal scientists']",s,"{'laboratory animals': 1, 'biological laboratories': 6, 'animal welfare': 17}"
yorkshire terrier,"""is there a more curious and engaging dog than a 'yorkie'? bred as a hunting partner, yorkies have become one of the most popular of the toy dog breeds friendly, active, and fun to be around, yorkies have made many families very happy"" -- back cover ""if you love dogs, then this series is for you each volume is written by a dog-care expert and covers a single breed topics include the breed's history, how to choose a puppy, tips on training and showing, and suggestions for health care packed with gorgeous photos of beautiful animals, each book is a complete how-to guide to create a successful partnership between a breed of dog and a loving family"" -- provided by publisher",introducing the yorkshire terrier -- what should a yorkie look like? -- what do you want from your yorkie? -- finding your puppy -- a yorkie-friendly home -- caring for your yorkie -- training your yorkie -- keeping your yorkie busy -- health care,"['yorkshire terrier', 'dogs']","['yorkshire terrier', 'scottish terrier', 'terriers', 'jack russell terrier', 'shih tzu']",s,"{'yorkshire terrier': 1, 'dogs': 78}"
the greatest hunting stories ever told : twenty-nine unforgettable tales,"a collection of stories about hunting, in non-fiction, essay, and fiction form-- source other than library of congress","introduction / lamar underwood -- last shell in the rifle / ben east -- the dawn flighting / patrick o'brian -- the heart of the game / thomas mcguane -- in fields near home / vance bourjaily -- race at morning / william faulkner -- spirit of the north / thomas mcintyre -- mister howard was a real gent / robert c ruark -- slim boggins' mistake / havilah babcock -- the black death / peter hathaway capstick -- out on the land / charles fergus -- the ninety-seven / john barsness -- to the open water / jesse hill ford -- pheasants beyond autumn / john madson -- tracks to remember / tom hennessey -- remembering shooting-flying : a key west letter / ernest hemingway -- a bearded legend : my best all-time trophy / charles elliot -- the wings of dawn / george reiger -- susitna moose hunt / russell annabel -- great morning / gene hill -- dog upon the waters / john taintor foote -- the game of the high peaks : the white goat / theodore roosevelt -- forty-crook branch / tom kelly -- ""pothole guys, friz out"" / gordon macquarrie -- the forest and the steppe / ivan turgenev -- bob white, down't aberdeen / nash buckingham -- rams in the snow / jack o'connor -- are you lonesome tonight? / robert f jones -- the thak man-eater / jim corbett -- a mixed bag of zern / ed zern","['hunting', 'hunting stories']","['hunting stories', 'big game hunting', 'big game hunters', 'small game hunting', 'white-tailed deer hunting']",s,"{'hunting': 10, 'hunting stories': 1}"
