title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
"disciplining the empire : politics, governance, and the rise of the british navy","""rule britannia! britannia rule the waves"" goes the popular lyric the fact that the british built the world's greatest empire on the basis of sea power has led many to assume that the royal navy's place in british life was unchallenged yet, as sarah kinkel shows, the navy was the subject of bitter political debate the rise of british naval power was neither inevitable nor unquestioned: it was the outcome of fierce battles over the shape of britain's empire and the bonds of political authority disciplining the empire explains why the navy became divisive within anglo-imperial society even though it was also successful in war the eighteenth century witnessed the global expansion of british imperial rule, the emergence of new forms of political radicalism, and the fracturing of the british atlantic in a civil war the navy was at the center of these developments advocates of a more strictly governed, centralized empire deliberately reshaped the navy into a disciplined and hierarchical force which they hoped would win battles but also help control imperial populations when these newly professionalized sea officers were sent to the front lines of trade policing in north america during the 1760s, opponents saw it as an extension of executive power and military authority over civilians--and thus proof of constitutional corruption at home the navy was one among many battlefields where eighteenth-century british subjects struggled to reconcile their debates over liberty and anarchy, and determine whether the empire would be ruled from parliament down or the people up-- provided by publisher","seventeenth-century foundations -- walpolean imperial and naval policy -- disorder, discipline, and the politics of naval reform -- the seven years war and the patriot alternative to professionalization -- the authoritarian navy and the crisis of empire -- conclusion: the american revolutionary war","['civil-military relations', 'civil-military relations']","['naval history, modern', 'naval history', 'naval tactics', 'naval art and science', 'naval strategy']",v,{'civil-military relations': 45}
21st century ships,"""cruise liners, destroyers and aircraft carriers, and oil tankers are some of the massive watercraft breaking records and keeping the world economy moving and safe this fascinating resource provides snapshots of innovative and impressive ships of the future, using these awe-inspiring vessels as an introduction to basic engineering principles a dynamic overview of present and future seagoing giants also tackles the green and energy-efficient innovations that will make the coming century particularly important students will marvel at these cutting-edge craft while absorbing valuable stem lessons""--provided by publisher","big ships, big jobs -- cruise ships: all aboard! -- tankers: fueling the coming century -- container ships: moving the world economy -- military ships: at war on the water -- a greener future","['ships', 'ships']","['oceanographic research ships', 'ship models', 'electric boats', 'marine engineering', 'aircraft carriers']",v,{'ships': 20}
"united states revenue and coast guard cutters in naval warfare, 1790/1918","""this book covers the history of the us coast guard from 1790 to world war i the coast guard has historically served with or under the us navy in national defense missions the naval period surveys the evolution of wooden hulled, wind powered sailing ships to fuel powered iron hulled vessels the historical geography is illustrated with maps""-- provided by publisher","cutters, crews, and missions (1790/1915) -- the quasi-war with france (1798/1800) -- the war of 1812: background and overview -- naval combat in the war of 1812 -- revenue cutters in the war of 1812 -- revenue marine missions in the war of 1812 -- pirates, slaves and seminole indians -- war with mexico (1846/1848) -- the antebellum period -- the confederate and union navies (1861/1865) -- the revenue cutter service in the civil war -- historical assessments of the civil war navies -- policing the alaska frontier (1867/1915) -- the spanish-american war (1898) -- the usrcs and the us coast guard merge -- an overview of naval operations from 1790 to the 20th century","['revenue cutters', 'warships']","['naval history', 'naval history, modern', 'naval tactics', 'naval art and science', 'naval aviation']",v,"{'revenue cutters': 146, 'warships': 16}"
the archaeology of phoenix and the early steamboat age in north america,"""the archaeology of phoenix and the early steamboat age in north america offers an in-depth exploration of the archaeological and cultural aspects of early american steamboat development it also tells the story of phoenix, the second steamer to operate on lake champlain and the world's earliest archaeologically studied steamboat wreck in doing so, this book breathes life into the event that first opened people's eyes to the speed, comfort and efficiency of steam propulsion, as well as to the hazards associated with steamboat operation""-- provided by publisher","from ""bull boats"" to steamboats on early american waterways -- genesis of north american steam navigation -- phoenix -- a study of american steamboat heritage -- construction features of an early american steamer -- from the ashes (a reconstruction) -- phoenix and the design characteristics of early 19th-century paddlewheelers -- steamboat living on american waterways in the first quarter of the 19th century","['steamboats', 'shipwrecks', 'underwater archaeology']","['steamboats', 'naval history', 'underwater archaeology', 'boats and boating', 'ships, ancient']",v,"{'steamboats': 1, 'shipwrecks': 11, 'underwater archaeology': 3}"
"progressives in navy blue : maritime strategy, american empire, and the transformation of us naval identity, 1873-1898","""this study examines how intellectual and institutional developments transformed the us navy from 1873 to 1898 the agents of naval transformation embraced a progressive ideology they viewed science, technology, and expertise as the best means to effect change in a world contorted by modernizing and globalizing trends two new cultures--strategy and mechanism--influenced the course of transformation""--provided by publisher","""close hauled, port tack, all plain sail and steam"": the culture of the quarterdeck -- ""the fleet of to-morrow"": progress and professionalization in the postwar navy -- ""the ocean is a great chess-board"": the strategical awakening -- ""the essence of intelligence work"": strategy infiltrates the office of naval intelligence -- ""a real navy"": the war navy -- ""to organize victory in advance"": the naval war college and the culture of strategy -- ""the means to the end"": the navy's culture wars, 1887-97 -- ""war cannot be made by rule of thumb"": strategic acculturation and practice in the navy, 1894-97","['naval strategy', 'progressivism (united states politics)', 'national security']","['naval history', 'naval history, modern', 'naval art and science', 'naval strategy', 'naval tactics']",v,"{'naval strategy': 4, 'progressivism (united states politics)': 75, 'national security': 95}"
navigating at sea,"""how did sailors long ago know how to get from here to there? they needed smarts, bravery, and tools of navigation! many of the tools used then are stilled used in some form today of course, modern technology allows navigation to be even more precise with the right tools, there doesn't seem to be anywhere people cannot go!""-- provided by publisher","second star to the right -- by land, by sea -- early navigation -- navigation now -- straight on till morning -- steam challenge","['navigation', 'navigation', 'seafaring life', 'ocean travel']","['rule of the road at sea', 'aids to navigation', 'sailing ships', 'nautical charts', 'sailing']",v,"{'navigation': 9, 'seafaring life': 35, 'ocean travel': 6}"
the decline of european naval forces : challenges to sea power in an age of fiscal austerity and political uncertainty,"""the decline of european naval forces provides insight into the evolution of europe's naval forces since the end of the cold war to illuminate the drastic changes many european navies have undergone over the last twenty-five years, the author analyzes in several case studies the defense policies and naval strategies of eleven european states as well as the evolution,deployment, and capabilities of their respective naval forces the author looks at the development of europe's most important naval forces is assessed per the respective strategic framework in which they have operated over the past two decades this book describes not only the general composition of each force but also the range of their capabilities and their important technical features""--provided by publisher","principles of sea power -- the pivot toward asia and the consequences for europe -- part 2 case studies: europe's naval forces -- united kingdom: keep calm and get those carriers operational -- france: stretched, but willing - europe's most capable naval force -- italy: between global interest and regional necessities -- spain: creating a well-balanced fleet and maintaining it -- turkey and greece: allies and yet not friends - diverging naval powers -- germany: reluctance and reductions - not stepping up to the plate -- denmark and the netherlands: commercial might and military inaptitude -- sweden and norway: scandinavian navies sticking to their guns? -- part 3 analysis and observations: quo vadis europe? -- conclusion: whose sea power will it be?","['sea-power', 'navies', 'naval strategy']","['naval tactics', 'naval strategy', 'naval history', 'naval history, modern', 'warships']",v,"{'sea-power': 8, 'navies': 6, 'naval strategy': 2}"
going deep : john philip holland and the invention of the attack submarine,"a history of the controversial attack sub traces the story of the submarine's invention, exploring how self-taught innovator john philip holland's obsession with the idea of controlled undersea navigation led to decades of skepticism, setbacks, and innovation ""the enthralling history of the attack submarine--and the story of its colorful creator, john philip holland--that reveals how this imaginative invention changed the face of modern warfare from twenty thousand leagues under the sea to the hunt for red october, readers the world over have demonstrated an enduring fascination with underwater travel yet the riveting story behind the invention of the submarine--an epic saga of genius, persistence, ruthlessness, and deceit--is almost entirely unknown like henry ford and the wright brothers, john philip holland was completely self-taught, a brilliant man raised in humble circumstances, earning his living as a schoolteacher and choirmaster but all the while he was obsessed with creating a machine that could successfully cruise beneath the waves his struggle to unlock the mystery behind controlled undersea navigation would take three decades, during which he endured skepticism, disappointment, and betrayal but his indestructible belief in himself and his ideas led him to finally succeed where so many others had failed going deep is a vivid chronicle of the fierce battles not only under the water, but also in the back rooms of wall street and the committee rooms of congress with a rousing narrative of adventure--surrounded by an atmosphere of corruption and greed--at its heart, [this book] is a story of bravery, passion, and the unbreakable determination to succeed against all the odds""--jacket",death from below -- blurred beginnings -- made in america -- an american in paris -- stars and bars -- entr'acte: a fictional interlude -- for an independent ireland -- the fenian ram -- competition from the clergy -- treading water -- chasing the carrot -- challengers -- uneasy neighbors -- argonaut -- the plunge -- shedding ballast -- king's gambit accepted -- a new skipper -- joining the navy -- bottom fishing -- displacement -- counterstrike -- proxy war -- skewed competition -- a warship in search of a war -- holland without holland -- excessive ballast -- the new class -- suicide squeeze -- going deep,"['submarines (ships)', 'naval architects', 'inventors']","['submarine warfare', 'submarines (ships)', 'naval history', 'oceanographic research ships', 'submersibles']",v,"{'submarines (ships)': 2, 'naval architects': 17, 'inventors': 74}"
india and china at sea : competition for naval dominance in the indian ocean,"china and india are emerging as major maritime powers of the indo-pacific as part of long-term shifts in the regional balance of power as their wealth, interests, and power expand, china and india will increasingly come into contact in the shared maritime security space of the indo-pacific how india and china get along in that new context - cooperation, coexistence, competition, or confrontation - will be one of the key strategic challenges for the region of the twenty-first century this book brings together top strategic analysts from india, china, the united states and australia to better understand indian and chinese perspectives about their respective roles and relationship in the maritime domain and their evolving naval strategies towards each other the strategic blind spots india and china have towards each other may be leading to ever greater competition in the maritime domain",a contest of status and legitimacy in the indian ocean -- managing maritime competition between india and china -- the china factor in indian ocean policy of the modi and singh governments -- limitations on china's ability to understand indian apprehensions about china's rise as a naval power -- the indian ocean: a grand sino-indian game of 'go' -- china's evolving naval presence in the indian ocean region: an indian perspective -- scenarios for china's naval deployment in the indian ocean and india's naval response -- the subsurface dimension of sino-indian maritime rivalry -- india's evolving maritime domain awareness strategy in the indian ocean -- india's naval interests in the pacific -- the maritime silk route and india: the challenge of overcoming cognitive divergence -- china's evolving strategy in the indian ocean region: risks in china's msr initiative -- india and china: terms of engagement inthe western indo-pacific,"['sea-power', 'sea-power']","['naval strategy', 'maritime terrorism', 'naval tactics', 'sea control', 'sea-power']",v,{'sea-power': 5}
japanese battleships : fuso and ise classes,"the 'shipcraft' series provides in-depth information about building and modifying model kits of famous warship types this volume covers the two related classes of japanese 14 in-gunned battleships, originally built during the first world war but subsequently totally reconstructed they are famous for the towering forward superstructure, usually described as a pagoda bridge, that they featured when rebuilt ise and hyuga underwent further reconstruction during the second world war to emerge as a unique hybrid of battleship and aircraft carrier in a desperate attempt to compensate for fleet carriers sunk earlier in the war",design -- careers -- model products -- modelmakers' showcase -- colour schemes -- appearance -- plans,"['battleships', 'battleships', 'battleships']","['naval architecture', 'ship models', 'battleships', 'nimitz class (aircraft carriers)', 'naval architects']",v,{'battleships': 3}
battleship warspite : detailed in the original builders' plans,"""the technical details of early 20th century british warships were recorded in a set of plans produced by the builders on completion of every ship known as the as fitted general arrangements, these drawings documented the exact appearance and fitting of the ship as it entered service today these plans form part of the incomparable collection of the national maritime museum at greenwich, which is using the latest scanning technology to make digital copies of the highest quality this book is the first of a series based entirely on these drafts which will depict famous warships in an unprecedented degree of detail--complete sets in full color, with many close-ups and enlargements that make every aspect clear and comprehensible the celebrated battleship warspite is an ideal introduction to this new series--an apparently familiar subject, but the result is an anatomy that will fascinate every warship enthusiast and modeler""--dust jacket",original design -- interim modernisation -- major reconstruction 1934-1937 -- general arrangement plans 1937 -- enlargements -- action damage,['battleships'],"['naval architecture', 'ship models', 'naval art and science', 'naval history, modern', 'naval history']",v,{'battleships': 7}
get your captain's license,"whether you are an avid boater seeking to improve your seamanship and get a discount on boat insurance, or you aspire to start a business running a charter, sightseeing, or whale-watching boat, you'll need to pass the us coast guard captain's license exams this revised and updated fifth edition of get your captain's license is the quickest, easiest, and least expensive way to prepare for these tests",introduction -- qualifying for a license -- rules of the road -- deck general -- navigation general -- deck safety -- navigation problems -- auxiliary sail endorsement -- examination illustrations,"['navigation', 'seamanship', 'merchant marine', 'ship captains']","['nautical training-schools', 'naval tactics', 'seamanship', 'ship captains', 'naval history, modern']",v,"{'navigation': 89, 'seamanship': 3, 'merchant marine': 30, 'ship captains': 4}"
current and future challenges to resourcing us navy public shipyards,"""the us navy currently owns and operates four public shipyards, which must be ready and able to support the fleet anytime and anywhere in the world at a moment's notice between fys 2004 and 2014, the number of civilians employed at the shipyards increased 17 percent, while the direct man-days executed increased by just 7 percent the significant increase in personnel without a comparable increase in workload has raised many questions to better understand the reasons for these trends, rand researchers take a closer look at shipyard manning requirements and the near- and middle-term challenges in planning and programming for these workforce resources specifically, they explore how shipyard work is changing, whether more personnel are now required to perform it, and what risks shipyards may wish to address through additional hiring to address the predicted gap between shipyard workload and workforce productivity, the researchers recommend that the navy consider hiring additional resources, continuing investment in accelerated training programs, and mitigating near-term workload (for example, by outsourcing some of the work)""--publisher's description","preface -- figures -- tables -- summary -- acknowledgments -- abbreviations -- 1 introduction: the problem -- approach -- organization of this report -- 2 how is shipyard work changing?: ballistic-missile submarine maintenance -- nuclear-powered aircraft carrier maintenance -- scheduled maintenance -- indirect man-days -- summary -- 3 are more personnel now required to perform the same work?: workforce demographics -- relative productivity -- estimating the future workforce -- summary -- 4 future risks and challenges: historical trends -- the aging of nuclear assets -- increased operational tempo -- maintenance planning during acquisition development and production -- estimating risk -- summary -- 5 summary, conclusions, and recommendations -- appendix: sensitivity analysis on productivity assumption -- bibliography","['navy-yards and naval stations', 'shipyards', 'warships']","['shipyards', 'shipbuilding industry', 'shipbuilding', 'naval architects', 'marine engineers']",v,"{'navy-yards and naval stations': 7, 'shipyards': 1, 'warships': 24}"
"commerce raiding : historical case studies, 1755-2009","the sixteen case studies in this book reflect the extraordinary diversity of experience of navies attempting to carry out, and also to eliminate, commerce raiding because the cases emphasize conflicts in which commerce raiding had major repercussions, they shed light on when, how, and in what manner it is most likely to be effective the authors have been asked to examine the international context, the belligerents, the distribution of costs and benefits, the logistical requirements, enemy countermeasures, and the operational and strategic effectiveness of these campaigns -- source other than library of congress","the breakdown of borders : commerce raiding during the seven years' war, 1756-1763 / by thomas m truxes -- guerre de course and the first american naval strategy / by christopher p magra -- french privateering during the french wars, 1793-1815 / by silvia marzagalli -- waging protracted naval war : us navy commerce raiding during the war of 1812 / by kevin d mccranie -- css alabama and confederate commerce raiders during the us civil war / by spencer c tucker -- two sides of the same coin : german and french maritime strategies in the late nineteenth century / by david h oliver -- missed opportunities in the first sino-japanese war, 1894-1895 / by scm paine -- chinese neutrality and russian commerce raiding during the russo-japanese war, 1904-1905 / by bruce a elleman -- ""handelskrieg mit u-booten"" : the german submarine offensive in world war i / by paul g halpern -- the anglo-american naval checkmate of germany's guerre de course, 1917-1918 / by kenneth j hagan and michael t mcmaster -- logistic supply and commerce war in the spanish civil war, 1936-1939 / by willard c frank, jr -- the german u-boat campaign in world war ii / by werner rahn -- the shipping of southeast asian resources back to japan : national logistics and war strategy / by ken-ichi arakawa -- unrestricted submarine victory : the us submarine campaign against japan / by joel holwitt -- guerre de course in the charter era : the tanker war, 1980-1988 / by george k walker -- twenty-first century high-seas piracy off somalia / by martin n murphy -- conclusion : guerre de course in the modern age / by bruce a elleman and scm paine","['naval strategy', 'raids (military science)', 'privateering']","['maritime terrorism', 'naval history', 'naval history, modern', 'merchant ships', 'naval strategy']",v,"{'naval strategy': 5, 'raids (military science)': 17, 'privateering': 9}"
great cape breton shipwreck stories,"""great cape breton shipwreck stories builds on the 1999 book called cape breton shipwreck stories two long new chapters have been added and the entire book has been re-edited, including the notes section at the end the book is combination of interviews (oral history) and historical essays""-- provided by publisher","journal of the voyage and wreck of the auguste, 1761 -- wreck of the astraea at little lorraine, 1834 -- a north sydney harbour tragedy, 1874 -- the inquiry into the dorcas and the etta stewart,1893 -- wreck of the ariadne, neil's harbour, 1896 -- wreck of the watford at schooner pond, 1932 -- shipwrecks on the fourchu-framboise coast, 1912-1967 -- the wreck of the hurry on near judique, inverness county, 1935 -- sinking of the caribou ferry, 1942 -- fishermen rescue american seamen at louisbourg, 1943 -- walter boudreau: the louisbourg rescue, and the sinking of the schooner angelus, 1943 -- aboard the wreck of the kismet ii at meat cove, 1955 -- the sinking of the patrick morris--one sailor's day",['shipwrecks'],"['shipwrecks', 'marine accidents', 'search and rescue boats', 'naval history', 'oceanographic research ships']",v,{'shipwrecks': 1}
lighthouses of america,"""a spectacular collection of america's most iconic and stunning lighthouses through gorgeous photography, this book celebrates these unique and magnificent beacons and their history the construction of lighthouses began as this new nation's first public-works project in 1789 and established the united states as a maritime world power by making ports safe for navigation these structures--many still active and serving their original purpose even in the era of global positioning systems--are living museums, yet they often prove difficult to access for visitors due to their necessary remoteness from maine's west quoddy head on the easternmost headlands to the iconic cape hatteras lighthouse, and the west coast lighthouses from new point loma to new dungeness and michigan's grand haven pier lighthouse, the images here will delight both the armchair traveler and those who have taken the back roads or trekked across sandy beaches to visit these special and often artful buildings""--amazoncom",new england -- mid-atlantic -- south atlantic and gulf coast -- great lakes -- west coast,"['lighthouses', 'lighthouses']","['lighthouses', 'naval architecture', 'navy-yards and naval stations', 'nautical charts', 'coasters (ships)']",v,{'lighthouses': 1}
the titanic story,"""the titanic story studies the rms titanic, the supposedly unsinkable, world-class passenger liner that sank in the north atlantic in 1912 vivid text and images bring the ship to life, examining its construction, technology, crew, and passengers, as well as its fateful place in history features include a glossary, references, websites, source notes, and an index aligned to common core standards and correlated to state standards""--amazoncom",abandon ship! -- the growth of the ocean liner -- building the titanic -- inside the titanic -- bon voyage -- on the open ocean -- iceberg ahead -- disaster -- to the rescue -- legacy of the shipwreck,['shipwrecks'],"['ocean liners', 'shipwrecks', 'oceanographic research ships', 'icebreakers (ships)', 'submarines (ships)']",v,{'shipwrecks': 2}
seapower : a guide for the twenty-first century,"""this is the fourth, revised and updated, edition of geoffrey till's seapower: a guide for the 21st century the rise of the chinese and other asian navies, worsening quarrels over maritime jurisdiction and the united states' maritime pivot towards the asia-pacific region reminds us that the sea has always been central to human development as a source of resources, and as a means of transportation, information-exchange and strategic dominion it has provided the basis for mankind's prosperity and security, and this is even more true in the early 21st century, with the emergence of an increasingly globalized world trading system navies have always provided a way of policing, and sometimes exploiting, the system in contemporary conditions, navies, and other forms of maritime power, are having to adapt, in order to exert the maximum power ashore in the company of others and to expand the range of their interests, activities and responsibilities while these new tasks are developing fast, traditional ones still predominate deterrence remains the first duty of today's navies, backed up by the need to 'fight and win' if necessary how navies and their states balance these two imperatives will tell us a great deal about our future in this increasingly maritime century this book investigates the consequences of all this for the developing nature, composition and functions of all the world's significant navies, and provides a guide for anyone interested in the changing and crucial role of seapower in the 21st century seapower is essential reading for all students of naval power, maritime security and naval history, and highly recommended for students of strategic studies, international security and international relations""--provided by publisher","in search of seapower -- seapower in a globalising world: alternative futures -- who said what and why it matters -- the constituents of maritime power -- navies and technology -- command of the sea and sea control -- securing sea control -- exploiting command of the sea: the defence and attack of trade -- exploiting command of the sea: operations from the sea -- expeditionary operations -- maintaining good order at sea: maritime security at home and away, challenges -- maintaining good order at sea: maritime security at home and away, responses -- naval diplomacy -- generating maritime power",['sea-power'],"['sea-power', 'maritime terrorism', 'sea control', 'naval history', 'naval history, modern']",v,{'sea-power': 1}
gis for surface water : using the national hydrography dataset,"gis for surface water: using the national hydrography dataset, enables scientists, managers, and students to analyze the vital surface waters of the united states by combining the ready-to-use powers of a comprehensive database of the nation's waters and the arcgis platform for geographic data analysis and mapping-- provided by publisher",the geography of water -- understanding water -- mapping water -- defining and characterizing a stream -- exploring hydrography datasets -- designing a hydrography dataset -- the nhd in arcgis -- the nhdplus in arcgis -- user stories -- the nhd on the web -- lidar and ifsar derived elevation to define hydrography -- the future,"['hydrography', 'geodatabases']","['hydrography', 'mobile geographic information systems', 'oceanography', 'nautical charts', 'sea control']",v,"{'hydrography': 1, 'geodatabases': 14}"
boats,"""in boats, emergent readers learn about boats and how they're used as a mode of transportation carefully crafted text uses high-frequency words, repetitive sentence patterns, and strong visual references to support emergent readers, ensuring reading success by making sure they aren't facing too many challenges at once""--provided by publisher",boats -- words to know,"['boats and boating', 'ships']","['boats and boating', 'motorboats', 'sailboats', 'aids to navigation', 'search and rescue boats']",v,"{'boats and boating': 1, 'ships': 18}"
us marines,"""this high-interest book uses action photography and carefully chosen text to help newly proficient readers learn about the ways the us marine corps protects and defends the country""-- provided by publisher",meet the us marines -- marines beginnings -- chosen force -- at sea -- on land -- in the air -- helping overseas -- giving to children -- the marine band -- fast facts,['marines'],"['marines', 'military art and science', 'armed forces and mass media', 'women marines', 'combat patrols']",v,{'marines': 1}
united states marine corps aircraft since 1913,"""among the world's military air arms, united states marine corps aviation occupies a tactical niche this comprehensive survey provides the history and technical specifications as well as drawings and photographs of every type of fixed and rotary-wing aircraft used by marine air from its origins prior to world war i up to current operations""-- provided by publisher","introduction: the emergence of marine corps aviation -- fixed-wing tactical aircraft -- fixed-wing transport, trainer and utility aircraft -- rotary-wing aircraft -- appendix a: unmanned air systems -- appendix b: aviation-related ships -- appendix c: aviation installations -- appendix d: aircraft squadrons and aircraft assignments -- appendix e: aviation unit organization -- appendix f: organization of expeditionary and amphibious operations -- appendix g: aircraft weapons and tactics -- appendix h: aviation designations, terms and abbreviations","['airplanes, military']","['naval aviation', 'littoral combat ships', 'naval gunnery', 'airplanes, military', 'aircraft carriers']",v,"{'airplanes, military': 4}"
"learning war : the evolution of fighting doctrine in the us navy, 1898-1945","""learning war examines the us navy's doctrinal development from 1898-1945 and explains why the navy in that era was so successful as an organization at fostering innovation trent hone argues that the navy created a sophisticated learning system in the early years of the twentieth century that led to repeated innovations in the development of surface warfare tactics and doctrine this book draws profoundly important conclusions that give new insight, not only into how the navy succeeded in becoming the best naval force in the world, but also into how modern organizations can exploit today's rapid technological and social changes in their pursuit of success""--provided by publisher",prologue: complex adaptive systems and military doctrine -- a professional officer corps -- the gunnery system -- plans and doctrine before world war i -- the interwar learning system -- heuristics at guadalcanal -- the cic -- victory in the pacific -- epilogue: the cost of war,"['naval tactics', 'military doctrine', 'naval strategy', 'naval tactics']","['naval history', 'naval tactics', 'naval history, modern', 'military doctrine', 'naval gunnery']",v,"{'naval tactics': 2, 'military doctrine': 4, 'naval strategy': 6}"
screwpiles : the forgotten lighthouses,"""a pictorial history book about screwpile lighthouses in southeastern virginia, northeastern north carolina, and southern maryland""--provided by publisher",the lightkeepers -- the screwpile lighthouses -- history of the screwpile lighthouses -- screwpile technology -- demise of the screwpile lighthouses -- the screwpiles' lasting legacy -- appendix: lighthouse keepers,"['lighthouses', 'lighthouses', 'lighthouses', 'lighthouses']","['lighthouses', 'masts and rigging', 'coasters (ships)', 'naval architecture', 'navy-yards and naval stations']",v,{'lighthouses': 1}
european navies and the conduct of war,"""european navies and the conduct of war considers the different contexts within which european navies have operated over a period of 500 years culminating in world war two, the greatest war ever fought at sea chronological in structure, the book is the ideal resource for students and scholars of naval and military history""-- provided by publisher","european navies and princely power / alan james -- the seventeenth century: a first age of modern naval warfare / alan james -- globalisation and escalation, 1715-1815 / alan james -- the vienna settlement, 1815-1854 / carlos alfaro zaforteza -- the collapse of the congress system / carlos alfaro zaforteza -- the age of empire, 1870-1914 / carlos alfaro zaforteza -- the first world war blockade, neutrality, and the submarine / carlos alfaro zaforteza -- 1919-1939, a time of fractured peace / malcolm murfett -- european navies and the war at sea, 1939-42 / malcolm murfett -- redemption, 1943-45 / malcolm murfett",['sea-power'],"['naval history, modern', 'naval history', 'naval tactics', 'naval strategy', 'navies']",v,{'sea-power': 12}
bay pilot : a history of the association of maryland pilots volume i,"""the complete history, from colonial times to the beginning of the 21st century, of those who pilot ships in maryland's chesapeake bay""--provided by publisher",piloting on chesapeake bay -- the first maryland pilot -- the revolutionary war -- between the wars: 1788-1812 -- the war of 1812 -- the early years: 1852-1861 -- the founding of the association -- the civil war -- post-civil war -- world war i -- between the wars -- world war ii -- the 1950s -- the 1960s -- the author's experience -- changes we've seen -- pilot stories -- the pilot boats -- pilot schooners -- the powered pilot boats -- pilot launches -- biographies of pilots -- biographies of pilots -- presidents of the association -- in memorium,"['pilots and pilotage', 'pilots and pilotage']","['pilots and pilotage', 'naval aviation', 'naval history', 'air pilots, military', 'naval history, modern']",v,{'pilots and pilotage': 1}
decoding a royal marine commando : the militarized body as artefact,"""with a heritage dating back to the mid-seventeenth century, the royal marines have accrued a rich history of rituals, artefacts and material culture that is consciously deployed in order to define and shape the institution both historically and going forward into an uncertain future drawing upon this heritage, mark burchell offers a unique method of understanding how the royal marines draw upon this material culture in order to help transform ordinary labour power to political agency comprising acts of controlled and sustained violence he demonstrates how a barrage of objects and items - including uniforms, weapons, landscapes, architecture, personal kit, drills, rituals, and iconography - are deployed in order successfully to integrate the recruits into the royal marines' culture it is argued that this material culture is a vital tool with which to imprint the military's own image on new recruits as they embark on a process of de-individualisation""-- provided by publisher",introduction -- culture shock and initial adaptations to the regime of discipline -- equalization -- the phase of identification -- exchanging exhausted bodies for excellence : the testing stage -- ceremonial acceptance -- conclusions : civilian to commando from an anthropological perspective,['material culture'],"['military art and science', 'marines', 'sociology, military', 'military doctrine', 'naval history']",v,{'material culture': 9}
a girl's guide to missiles : growing up in america's secret desert,"""a poignant, surreal, and fearlessly honest look at growing up on one of the most secretive weapons installations on earth, by a young woman who came of age with missiles the china lake missile range is located in a huge stretch of the mojave desert, about the size of the state of delaware it was created during the second world war, and has always been shrouded in secrecy but people who make missiles and other weapons are regular working people, with domestic routines and everyday dilemmas, and four of them were karen piper's parents, her sister, and--when she needed summer jobs--herself her dad designed the sidewinder, which was ultimately used catastrophically in vietnam when her mom got tired of being a stay-at-home mom, she went to work on the tomahawk once, when a missile nose needed to be taken offsite for final testing, her mother loaded it into the trunk of the family car, and set off down a los angeles freeway traffic was heavy, and so she stopped off at the mall, leaving the missile in the parking lot piper sketches in the belief systems--from amway's get-rich schemes to propaganda in the rocketeer to evangelism, along with fears of a lemurian takeover and charles manson--that governed their lives her memoir is also a search for the truth of the past and what really brought her parents to china lake with two young daughters, a story that reaches back to her father's world war ii flights with contraband across europe finally, it recounts the crossroads moment in a young woman's life when she finally found a way out of a culture of secrets and fear, and out of the desert""--provided by publisher",becoming china lakers -- a teenage weaponeer -- dynamic instability -- the cold war at home -- anything can be a weapon -- off target -- life without weapons,"['guided missiles', 'electronic technicians', 'young women', 'cold war']","['military bases, chinese', 'military doctrine', 'guided missiles', 'sociology, military', 'military art and science']",v,"{'guided missiles': 3, 'electronic technicians': 182, 'young women': 145, 'cold war': 6}"
needs and opportunities in the modern history of the us navy,"""this is a compilation of a series of papers presented in conjunction with a year-long lecture series sponsored by the naval history and heritage command""--provided by publisher","forward presence forward presence in the modern navy: from the cold war to a future tailored force / by thomas g mahnken -- operations writing us naval operational history 1980-2010 : us navy mine countermeasures in terror and war / by scott c truver -- personnel naval personnel since 1945 : areas for historical research / by donald chisholm -- programming and acquisitions the historiography of programming and acquisition management since 1950, with a focus on the navy / by thomas c hone -- science the navy, science, and professional history / by gary e weir -- social history the social history of the us navy, 1945-present : a historiographical essay / by edward j marolda -- strategy the us navy's role in national strategy, especially between 1980 and today / by sebastian bruns -- technology the historiography of technology since 1950, with a focus on the navy / by mark d mandeles",['naval art and science'],"['naval history', 'naval history, modern', 'naval art and science', 'naval architects', 'naval tactics']",v,{'naval art and science': 3}
ungentle goodnights : life in a home for elderly and disabled naval sailors and marines and the perilous seafaring careers that brought them there,"""ungentle goodnights uses the records of the united states naval asylum (later the united states naval home), a residence for disabled and elderly sailors and marines established by the us government, to recover the lives of the 541 men who were admitted there as lifetime residents between 1831 and 1866 the records of the naval asylum are an especially rich source for discovering these lower-deck lives because would-be residents were required to submit summaries of their naval careers as part of the admission process using these and related records, published and manuscript, it is possible to reconstruct the veterans' lives from their teenage years (and sometimes earlier) until their deaths""--provided by publisher","introduction: the old men and me: a search for enlisted history -- a note on terminology -- refuge on the schuylkill -- life's ebb tide -- a rocky start -- the ship comes ashore -- a curious character -- deserving old men, once young -- the few, the fortunate -- shipmates -- what shall we do with the drunken sailor? -- a house of refuge for exotic malefactors -- hard lives, tolls collected -- minds decayed, minds disordered -- leaving asylum -- voyage's end -- safe harbor-finally found -- epilogue: seeking the old men today -- appendix: sailors of color in the pre-civil war us navy -- the naval asylum and its beneficiaries: a survey of sources","['sailors', 'veterans', 'older people']","['naval history', 'naval history, modern', 'seamanship', 'ship captains', 'veterans']",v,"{'sailors': 12, 'veterans': 5, 'older people': 107}"
