title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
tiny house style : ideas to design and decorate your tiny house,"in tiny house style, you will travel through pages of tiny homes between 100 and 200 square feet let your creativity drive and encounter endless possibilities live beyond the limits and allow yourself to dream tiny",tour a house -- exteriors -- exterior details -- great rooms -- kitchens -- sleeping spaces -- storage -- interior details -- unmentionables -- environment -- finale,"['small houses', 'architecture, domestic', 'small houses']","['small houses', 'small rooms', 'customhouses', 'small buildings', 'ecological houses']",n,"{'small houses': 1, 'architecture, domestic': 21}"
the sustainable asian house,"""the sustainable asian house celebrates the new architectural vocabulary of environmental, social and cultural sustainability emerging in the five 'tiger' economies of southeast asia--thailand, malaysia, singapore, indonesia and the philippines the 27 houses featured in this book have been carefully selected to demonstate how architects in the region are responding to the global trend towards sustainability the book deals with specific lifestyle and climate-related issues as well as rapaidly changing demographic and social trends in the region""-- book jacket",thailand -- malaysia -- singapore -- indonesia -- the philippines,"['sustainable architecture', 'ecological houses']","['sustainable architecture', 'sustainable buildings', 'ecological houses', 'sustainable design', 'buddhist architecture']",n,"{'sustainable architecture': 1, 'ecological houses': 3}"
tomb and temple : re-imagining the sacred buildings of jerusalem,"jerusalem - earthly and heavenly, past, present and future - has always informed the christian imagination: it is the intersection of the divine and human worlds, of time and eternity since the fourth century, it has been the site of the round church of the holy sepulchre, built over the empty tomb acknowledged by constantine as the tomb of christ nearly four hundred years later, the sepulchre's rotunda was rivalled by the octagon of the dome of the rock the city itself and these two glorious buildings within it remain, to this day, the focus of pilgrimage and of intense devotion jerusalem and its numinous buildings have been distinctively re-imagined and re-presented in the design, topography, decoration and dedications of some very striking and beautiful churches and cities in western europe, russia, the caucasus and ethiopia some are famous, others are in the west almost unknown the essays in this richly illustrated book combine to do justice to these evocative buildings' architecture, roles and history","public, private and political devotion : re-presenting the sepulchre / robin griffith-jones -- the building of the holy sepulchre / robin griffith-jones -- the crusader church of the holy sepulchre / denys pringle -- the crusader church of the holy sepulchre : design, depiction and the pilgrim church of compostela / jaroslav folda -- medieval muslim veneration of the dome of the rock / robert hillenbrand -- the temple as symbol, the temple as metaphor : contrasting eastern and western reimaginings / robert ousterhout -- spiral columns and the temple of solomon / eric fernie -- raphael's 'marriage of the virgin' and the temple at jerusalem in the italian renaissance imagination / david ekserdjian -- 'i have defeated you, solomon' / robin griffith-jones -- saint james the just : sacral topography in jerusalem and constantinople / cecily hennessy -- jerusalems in the caucasus? / antony eastmond -- holy russia and the 'jerusalem idea' / robin milner-gulland -- jerusalem and the ethiopian church : the evidence of roha (lalibela) / david w phillipson -- the origins and meanings of the ethiopian circular church : fresh explorations / emmanuel fritsch -- arculf's circles, aachen's octagon, germigny's cube : three riddles from northern europe / robin griffith-jones -- representations of the holy sepulchre / eric fernie -- the military orders and the idea of the holy sepulchre / alan borg -- the english round church movement table and notes : english round churches / catherine e hundley -- the use and meaning of the twelfth- and thirteenth-century round churches of england / michael gervers -- jerusalem in london : the new temple church appendix : the indulgences of cotton nero evi / nicole hamonic -- commemorating the rotunda in the round : the medieval latin liturgy of the holy sepulchre in jerusalem and its performance in the west / sebastian salvadó -- the temple church in the crusades / robin griffith-jones -- appendix : the knights' effigies : newly discovered drawings by john guillim, c 1610 / robin griffith-jones and philip j lankester -- epilogue / robin griffith-jones","['church architecture', 'symbolism in architecture']","['religious architecture', 'sepulchral monuments, renaissance', 'sepulchral monuments', 'architecture and religion', 'temples in art']",n,"{'church architecture': 7, 'symbolism in architecture': 41}"
the museum of lost art,"""imagine a museum of lost art it would contain more masterpieces than all the world's existing museums combined from ancient sculptures of athens and rome to icons and paintings erased by the reformation, from artworks destroyed by the nazis to those looted and smashed by isis, a museum of lost art would provide a cutting reminder of the fragility of the world's treasures [this book] examines the adventures and misadventures of art lost, but also sometimes found the sparkling gold byzantine mosaics in istanbul's hagia sophia were concealed for 400 years under whitewash before being revealed again in 1934 missing works by goya, picasso and malevich have been discovered beneath later over-painting, by virtue of x-ray an other technologies and a canvas by willem de kooning, stolen from a museum gallery, was rediscovered in 2017, having hung on the wall of a suburban bedroom for more than thirty years these and other finds offer hope that all is not necessarily lost in this book, art historian and art crime expert noah charney brings back to life a selection of lost artworks and some that have been found again, each with its story to tell""--dust jacket","introduction: a museum of lost art -- theft -- war -- accident -- iconoclasm & vandalism -- acts of god -- temporal works -- destroyed by owner -- buried & exhumed -- lost, or never was? -- conclusion: lost is just another word for waiting to be found","['lost works of art', 'art thefts', 'art treasures in war', 'art', 'art']","['lost works of art', 'art treasures in war', 'archives in art', 'antiquities in art', 'unfinished works of art']",n,"{'lost works of art': 1, 'art thefts': 16, 'art treasures in war': 2, 'art': 258}"
"closet essentials : 60 core pieces and how to wear them : any time, any place, any where","""fashion trends may come and go, but timeless pieces can look chic in every season with the right kind of style closet essentials reveals the secrets of styling 60 of these wardrobe essentials--from the breton striped top to the little black dress, bomber jacket, jeans, ballet flats, and more--into endless outfits, perfect for any event with five different ways to style each item and advice for casual, work, vacation, evening, and special occasions, plus fashion illustrations that make each style easy to replicate, this is a must-have guide for every woman, from the sophisticated fashionista to the clueless new grad and everyone in between""--goodreadscom",know your wardrobe -- dresses and skirts -- tops and shirts -- sweaters and jackets -- jeans and pants -- shoes and accessorites,"['clothing and dress', 'fashion']","['clothing and dress', 'clothing and dress in art', 'fashion', 'fashion in art', 'fashion design']",n,"{'clothing and dress': 1, 'fashion': 3}"
chibi! : the official mark crilley how-to-draw guide,"""this book (and your tour guide mochy) will teach you everything you need to know about drawing chibis! from the word ""short"" in japanese this manga illustration style features cute characters with big heads, tiny bodies and adorably exaggerated facial expressions play with proportions to create highly stylized ittybitty chibis or unusually tall ones, using their big eyes and giant personalities to convey animated emotions, from surprised and joyful to sad and mad""-- page 4 of cover",chibi basics -- characters and poses -- chibi craft projects,"['cartooning', 'comic books, strips, etc']","['character dolls', 'portrait miniatures', 'figure sculpture, mumuye', 'miniature art', 'ink painting, japanese']",n,"{'cartooning': 35, 'comic books, strips, etc': 325}"
dracopedia legends : an artist's guide to drawing dragons of folklore,"""dracopedia legends presents 13 epic tales of heroes vanquishing dragons, accompanied by lavish dragon illustrations inspired by the myths acting as both a storybook and art guide, each chapter also includes in-depth instructions to reveal how to conceptualize, research and design every iconic battle scene, broken down into multiple stages so you can create your own commanding and evocative narrative paintings includes: 13 tales of the most legendary dragons from around the world; instructions for drawing and painting each climactic clash between hero and beast and how to design, sketch and develop illustrations into layered and detailed final paintings""-- provided by publisher",materials -- introduction -- drawing materials -- digital drawing and painting -- basic tutorials -- beowulf and the dragon -- fafnir -- jörmundgander -- the lambton wyrm -- ladon -- mabinogion -- nidhogg -- python -- the four dragon kings -- the redcrosse dragon -- ryūjin -- the dragon of silene -- zmey gorynych,"['dragons in art', 'drawing']","['dragons in art', 'animals, mythical, in art', 'fairy tales in art', 'fantasy in art', 'dinosaurs in art']",n,"{'dragons in art': 1, 'drawing': 70}"
the great zentangle® book : learn to tangle with 101 engaging patterns,"""captivating creative minds the world over, the art of zentangle evokes meditation practices to create seemingly complicated line drawings that are actually easy to learn in the great zentangle book, certified zentangle teacher (czt) beate winkler provides simple and clear directions for creating 101 classic tangles""-- provided by publisher",what is zentangle? -- what materials do i need? -- how do i start? -- curtains up! -- great tangles for getting started -- exciting tangles from a to z -- tangles for the master class -- good to know -- questions and answers -- good reasons to zentangle -- technical terms -- opportunities for continuing tanglers,"['drawing, abstract', 'drawing', 'repetitive patterns (decorative arts)', 'doodles', 'drawing']","['repetitive patterns (decorative arts)', 'grids (crisscross patterns)', 'grids (crisscross patterns) in art', 'zen calligraphy', 'hand weaving']",n,"{'drawing, abstract': 8, 'drawing': 11, 'repetitive patterns (decorative arts)': 1, 'doodles': 59}"
the roof garden commission : the theater of disappearance,"""celebrated argentinian artist adrián villar rojas is known for his site-specific sculptural installations for the theater of disappearance, the artist mines the met's collection, drawing on the five thousand years of world history within its galleries, to create an elaborate ahistorical work set atop the iris and b gerald cantor roof garden, villar rojas's installation transforms the space into a performative diorama, where banquet tables occupy an oversize black-and-white checkerboard floor punctuated by sculptures that fuse together human figures and artifacts found within the museum the resulting juxtapositions put forth a radical reinterpretation of museum practices""--publisher's description","sponsors statement -- director's foreword -- activating sculptures / beatrice galilee -- gods and ghosts / adrián villar rojas -- the theater of disappearance, 2017 -- selected exhibition history",['site-specific installations (art)'],"['theater in art', 'artists and theater', 'museum architecture', 'public sculpture', 'architectural museums']",n,{'site-specific installations (art)': 241}
postcolonising the medieval image,"""postcolonial theories have transformed literary, historical and cultural studies over the past three decades yet the study of medieval art and visualities has, in general, remained eurocentric in its canon and conservative in its approaches 'postcolonising', as the eleven essays in this volume show, entails active intervention into the field of medieval art history and visual studies through a theoretical reframing of research this approach poses and elicits new research questions, and tests how concepts current in postcolonial studies-such as diaspora and migration, under-represented artistic cultures, accented art making, displacement, intercultural vs transcultural, hybridity, presence/absence-can help medievalists to reinvigorate the study of art and visuality postcolonial concepts are deployed in order to redraft the canon of medieval art, thereby seeking to build bridges between medievalist and modernist communities of scholars among the varied topics explored in the volume are the appropriation of roman iconography by early medieval scandinavian metalworkers, multilingualism and materiality in anglo-saxon culture, the circulation and display of islamic secular ceramics on pisan churches, cultural negotiation by jewish minorities in central europe and the iberian peninsula, holy land maps and medieval imaginative geography, and the uses of thomas becket in the colonial imaginary of the plantagenet court""--back cover","list of figures -- acknowledgements -- list of contributors introduction / eva frojmovic and catherine e karkov part 1 the language of the postcolonial : decolonising gold bracteates: from late roman medallions to scandinavian migration period pendants / nancy l wicker -- the franks casket speaks back: the bones of the past, the becoming of england / catherine e karkov -- camouflaging and echoing the latin mass in an illuminated french-language missal / margaret e hadley part 2 the location of the postcolonial : mandeville's jews, colonialism, certainty, and art history / asa simon mittman -- conquest and coexistence in sixteenth-century granada: imposing orders in the alhambra's mexuar / lara eggleton -- beyond foucault's laugh: on the ethical practice of medieval art history / roland betancourt part 3 the ambivalence of the postcolonial : postcolonialising thomas becket: the saint as resistant site / alyce a jordan -- defining a merchant identity and aesthetic in pisa: muslim ceramics as commodities, mementos, and architectural decoration on eleventh-century churches / karen rose mathews -- the muslim warrior at the seder meal: dynamics between minorities in the rylands haggadah / jane barlow -- neighbouring and mixta in thirteenth-century ashkenaz / eva frojmovic bibliography -- index","['art, medieval', 'postcolonialism and the arts']","['art objects, medieval', 'art, medieval', 'reformation and art', 'counter-reformation and art', 'arts, medieval']",n,"{'art, medieval': 2, 'postcolonialism and the arts': 9}"
the art of the pulps : an illustrated history,"""experts in the ten major pulp genres, from action pulps to spicy pulps and more, chart for the first time the complete history of pulp magazines--the stories and their writers, the graphics and their artists, and, of course, the publishers, their market, and readers""--amazon","introduction: the birth of the pulps -- in search of adventure -- cops, crooks & private dicks -- riding the range -- above the clouds & in the trenches -- armchair athletics -- love on the newsstands -- the horror! the horror! -- adventures in other worlds -- when we needed a hero -- adding more than a pinch of spice -- wizards with a brush -- wizards with a pen -- afterword: the death of the pulps and rise of paperbacks","['magazine covers', 'art and popular culture', 'pulp literature, american', 'magazine illustration']","['pulp literature, american', 'illustrated periodicals', 'illustration of books, victorian', 'magazine covers', 'graphic novels']",n,"{'magazine covers': 4, 'art and popular culture': 73, 'pulp literature, american': 1, 'magazine illustration': 6}"
staging the artist : performance and the self-portrait from realism to expressionism,"""restoring the role of theatrical performance as both subject and trope in the aesthetics of self-representation, staging the artist questions how nineteenth-century french and belgian artists self-consciously fashioned their identities through their art and writings this emphasis on performance allows for a new understanding of the processes of self-fashioning which underlie self-representation in word and image claire moran offers new interpretations of works by major nineteenth-century figures such as paul gauguin and edgar degas, and addresses the neglected topic of the function of theatre in the development of modern visual art incarnating baudelaire's metaphor of the artist as an actor ever-conscious of his role, the artists discussed ""courbet, ensor and van gogh, among others"" employed theatre as both a thematic source and formal inspiration in their painting, writings and social behaviour moran argues that what renders this visual, literary and social performance modern is its self-consciousness, which in turn serves as a model with which to challenge pictorial convention this book suggests that tracing modern performance and artistic identity to the nineteenth century provides a greater understanding not only of the significance of theatre in the development of modern art, but also highlights the self-conscious staging inherent to modern artistic identity""--publisher's website",introduction -- the pose and the posture -- role-playing and acting -- aesthetic performances -- conclusion,"['performance art', 'performance art', 'art, french', 'art, belgian', 'artists', 'artists']","['theater in art', 'actors in art', 'artists and theater', 'action in art', 'theater and society']",n,"{'performance art': 8, 'art, french': 95, 'art, belgian': 448, 'artists': 529}"
great artists of the world,"certain artists stand out among their contemporaries; they were prodigies, master artists biographical and critical details on sixty master artists, along with over one hundred color reproductions of great works, illuminate the pages of this beautiful, informative volume-- source other than library of congress","through the renaissance -- the baroque, neoclassic, and romantic movements -- impressionism and post-impressionism -- twentieth century art",['artists'],"['history, modern, in art', 'history in art', 'painting, renaissance', 'impressionist artists', 'human beings in art']",n,{'artists': 134}
agnes martin : night sea,"agnes martin's night sea (1963) is a large canvas of hand-drawn rectangular grids painted in luminous blue and gold in this illustrated study, suzanne hudson presents the painting as the work of an artist who was also a thinker, poet, and writer for whom self-presentation was a necessary part of making her works public with night sea, hudson argues, martin (1912--2004) created a shimmering realization of control and loss that stands alone within her suite of classic grid paintings as an exemplary and exceptional achievement hudson offers a close examination of night sea and its position within martin's long and prolific career, during which the artist destroyed many works as she sought forms of perfection within self-imposed restrictions of color and line for hudson, night sea stands as the last of martin's process-based works before she turned from oil to acrylic and sought to express emotions of lightness and purity unburdened by evidence of human struggle drawing from a range of archival records, hudson attempts to draw together the facts surrounding the work, which were at times obfuscated by the artist's desire for privacy critical responses of the time give a sense of the impact of the work and that which followed it texts by peers including lenore tawney, donald judd, and lucy lippard are presented alongside interviews with a number of martin's friends and keepers of estates, such as the publisher ronald feldman and kathleen mangan of the lenore tawney archive, which holds correspondence between martin and tawney",machine generated contents note: chapter 1 -- chapter 2,"['painting, american', 'minimal art', 'painting, abstract']","['night in art', 'beaches in art', 'dissident art', 'painting, abstract', 'figurative painting, british']",n,"{'painting, american': 264, 'minimal art': 542, 'painting, abstract': 4}"
the architecture of the ancient greek theatre : acts of an international conference at the danish institute at athens 27-30 january 2012,"in this volume the leading experts on ancient greek theatre architecture present new excavation results and new analyses of individual monuments many well-known theatres such as the one of dionysos in athens and others at, for instance, messene, sikyon, chaironeia in greece and aphrodisias in turkey, have been re-examined since their original publication with stunning results new research also includes less well-known or newly discovered ancient greek theatres in albania, turkey, cyprus and sicily further studies on the history of research, regional theatrical developments, terminology and function, as well as a perspective on roman theatres built in greek traditions make this volume a comprehensive book of new research for specialist scholars as well as for students and the interested public fundamental publications on the topic have not been presented for many years, and this book aims to form a new foundation for the study of theatre architecture","study on greek theatres : history and prospects / hans peter isler -- the wooden theatre of dionysos eleuthereus in athens : old issues, new research / christina papastamati-von moock -- early greek theatre architecture : monumentalised koila before and after the invention of the semicircular design / rune frederiksen -- form and function of the earliest greek theatres / alexander sokolicek -- the sunken orchestra : its effects on greek theatre design / elizabeth r gebhard -- the greek vocabulary of theatrical architecture / jean-charles moretti and christine mauduit -- new studies of the theatre at iasos : 50 years since the first excavation / fede berti, nicolò masturzo, with the participation of manuela vittori -- new investigations in the ephesian theatre : the hellenistic skene / martin hofbauer -- building the early hellenistic theatre at sikyon / chris hayward and yannis lolos -- the theatre of dodona : new observations on the architecture of the cavea / georgios p antoniou -- the hellenistic theatre at corinth : new implications from recent excavations / david scahill -- the theatre at messene : building phases and masons' marks / petros thenelis with a contribution on the mason marks by kleanthis sidiropoulos -- the hellenistic theatre in the sanctuary of hemithea at kastabos (asia minor) : new evidence and reconstruction / christine wilkening-aumann -- the ancient theatre at maroneia / chryssa karadima, costas zambas, nikos chatzidakis, gerasimos thomas and eirini doudoumi -- old and new observations from the theare at aigeira / walter gauss, rudolfine smetana, julia dorner, petra eitinger, asuman lätzer-lasar, manuela leibetseder and maria trapichler -- the 'south building' in the main urban sanctuary of selinunte : a theatral structure? / clemente marconi and david scahill -- the theatre at halikarnassos : and some throughts on the origin of the semicircular greek theatre with an appendix ""the inscriptions from the theatre at halikarnassos"" / poul pedersen and signe isager -- the hellenistic phases of the theatre at nea paphos cyprus : the evidence from the australian excavations / john richard green, craig barker and geoff stennett -- the architecture of the greek theatre of apollonia in illyria (albania) and its transformation in roman times / stefan franz and valentina hinz -- boeotian theatres : an overview of the regional architecture / marco germani -- architecture and romanization : the transition to roman forms in greek theatres of the augustan age / valentina di napoli -- was dörpfeld right? : some observations on the development of the raised stage in asia minor / arzu öztürk -- the carian theatre at aphrodisias : a hybrid building / nathalie de chaisemartin -- 'traditional' elements in the roman redesign of the hellenistic theatre in patara, turkey / katja piesker -- the hellenistic theatre af ephesus : results of a recent architectural investigation of the koilon / gudrun styhler-aydin -- traditional hellenistic elements in the architecture of ancient theatres in roman asia minor / hans peter isler","['theater architecture, hellenistic']","['theater architecture, hellenistic', 'theater architecture', 'architecture, greek', 'architecture, ancient', 'symposium (classical greek drinking party) in art']",n,"{'theater architecture, hellenistic': 1}"
kongo : power and majesty,"""a landmark presentation that will radically redefine our understanding of africa's relationship with the west, kongo: power and majesty, opening at the metropolitan museum of art this september, will focus on one of the continent's most influential artistic traditions, from the earliest moment of direct engagement between african and european leaders at the end of the 15th century through the early 20th century the creative output of kongo artists of central africa will be represented by 134 works drawn from more than 50 institutional and private collections across europe and the united states, reflecting five hundred years of encounters and shifting relations between european and kongo leaders from a dynamic assembly of 15 monumental power figures to elegantly carved ivories and finely woven textiles, the exhibition will explore how the talents of central africa's most gifted artists were directed toward articulating a culturally distinct vernacular of power""--metropolitan museum of art website",map of africa -- chronology of kingship -- kongo : power and majesty / alisa lagamma -- the kingdom of loango / phyllis m martin -- the kingdom of kongo / john k thornton -- european images of the kongolese in books / josiah blackmore -- out of kongo and into the kunstkammer / alisa lagamma -- kongo female power / alisa lagamma -- mangaaka / alisa lagamma,"['art, kongo', 'art, kongo', 'art', 'art']","['europeans in african art', 'art, congolese (democratic republic)', 'art, african', 'sculpture, congolese (democratic republic)', 'art, kongo']",n,"{'art, kongo': 5, 'art': 493}"
court and cosmos : the great age of the seljuqs,"""the powerful and culturally prolific seljuqs--an empire whose reach extended from central asia to the eastern mediterranean--dominated the islamic world from the eleventh to the fourteenth century the age of the seljuqs was one that celebrated magnificence, in this world and the celestial realm court and cosmos: the great age of the seljuqs examines the roots and impact of this dynasty, featuring some 250 objects as evidence of the artistic and cultural flowering that occurred under seljuq rule, and providing an invaluable record of the seljuqs' contribution to the cultural heritage of the islamic world"" -- publisher's description",the great age of the seljuqs / acs peacock -- catalogue,"['art, seljuk', 'seljuks']","['islamic architecture', 'islamic art', 'islam and architecture', 'arts, middle eastern', 'civilization, arab']",n,"{'art, seljuk': 37, 'seljuks': 124}"
unfinished : thoughts left visible,"""this unprecedented book explores the evolving concept of unfinishedness as essential to understanding art movements from the renaissance to the present unfinished presents more than 170 works, created in a variety of media, by artists ranging from leonardo, titian, rembrandt, turner, and cézanne to picasso, warhol, twombly, freud, richter, and nauman what unites these works, across centuries and media, is that each one displays some aspect of being unfinished essays and case studies by major contemporary scholars address this key concept from the perspective of both the creator and the viewer, probing the impact that this long artistic trajectory-which can be traced back to the first century-has had on modern and contemporary art the book explores the degrees to which instances of incompleteness were accidental or intentional, experimental or conceptual also included are illuminating interviews with contemporary artists, including tuymans, celmins, and marden, and parallel considerations of the unfinished in literature and film the result is a multidisciplinary approach and thought-provoking analysis that provide valuable insight into the making, meaning, and critical reception of the unfinished in art""--distributor's website","director's foreward / thomas p campbell -- introduction : an unfinished history of art / kelly baum, andrea bayer, and sheena wagstaff -- renaissance views of the unfinished / andrea bayer -- leonardo, michelangelo, and notions of the unfinished in art / carmen c bambach -- the arrogance of intervention : restoring the unfinished / michael gallagher -- old-age style and the non finito / david bomford -- the unfinished and the eye of the beholder / nico van hout -- states of resolution : rembrandt and the unfinished print / nadine m orenstein -- portraiture and the question of focus / andrea bayer and nicholas cullinan -- ""finishing well"" : lucian freud / nicholas cullinan -- finish/finished : french painting from romanticism to impressionism / asher ethan miller -- the literary unfinished / susan stewart -- turner unfinished / david blayney brown -- definitively unfinished sculpture : rodin to nauman / nicholas cullinan -- picasso finished/unfinished / diana widmaier picasso -- scene missing : unfinished film / thomas beard -- the raw and the cooked : unfinishedness in twentieth- and twenty-first-century art / kelly baum -- interview with vija celmins / eva reifert -- interview with marlene dumas / sheena wagstaff -- interview with brice marden / sheena wagstaff -- interview with luc tuymans / nicholas cullinan -- interview with rebecca warren / sheena wagstaff -- works in the exhibition / carmen c bamback, kelly baum, andrea bayer, jane r becker, peter jonathan bell, keith christiansen, jennifer farrell, elizabeth m kornhauser, brinda kumar, mary clare mckinley, asher ethan miller, nadine m orenstein, eva reifert, and thayer tolles",['unfinished works of art'],"['unfinished works of art', 'revolutions in art', 'history in art', 'history, modern, in art', 'counter-reformation in art']",n,{'unfinished works of art': 1}
european clocks and watches in the metropolitan museum of art,"""among the worlds great technological and imaginative achievements is the invention and development of the timepiece examining for the first time the metropolitan museums unparalleled collection of european clocks and watches created from the early middle ages through the 19th century, this fascinating book enriches our understanding of the origins and evolution of these ingenious works it showcases 54 extraordinary clocks, watches, and other timekeeping devices, each represented with an in-depth description and new photography showing the exterior as well as the inner mechanisms included are an ornate celestial timepiece that accurately predicts the trajectory of the sun, moon, and stars and a longcase clock by david roentgen that shows the time in the ten most important cities of the day these works, created by clockmakers, scientists, and artists in england, germany, france, italy, and the netherlands, have been selected for their artistic beauty and design excellence, as well as for their sophisticated and awe-inspiring mechanics built upon decades of expert research, this publication is a long-overdue survey of these stunning visual and technological marvels"" -- publisher's description",european clocks and watches in the metropolitan museum of art -- a brief history of the collection / elizabeth sullivan -- time and time again: a selection of european clocks and watches in the metropolitan museum of art / clare vincent and jan hendrik leopold,"['clocks and watches', 'clocks and watches']","['clocks and watches', 'time in art', 'design and history', 'art objects, medieval', 'classical antiquities']",n,{'clocks and watches': 1}
maiolica : italian renaissance ceramics in the metropolitan museum of art,"""the tin-glazed earthenware known as maiolica reveals much about the culture and spirit of renaissance italy spectacularly colorful, sometimes whimsical or frankly bawdy, these magnificent objects were generally made for use rather than decoration and present a fascinating glimpse into the realities of daily life this volume features 135 masterpieces that reflect more than 400 years of exquisite artistry, from early pieces from pesaro to everyday objects such as albarelli (pharmacy jars), bella donna plates, and humorous genre scenes luke syson provides a wide-ranging introduction and timothy wilson, widely considered the foremost scholar in the field, provides an overview of the history and technique of maiolica in the met collection as the latest volume in the met's series of decorative arts highlights, maiolica is an invaluable resource for scholars and collectors as well as an absorbing general introduction to a multifaceted subject"" -- publisher's description","introduction / timothy wilson -- italian maiolica painting: composing for context / luke syson -- collecting italian renaissance ceramics at the metropolitan museum of art / timothy wilson -- catalogue / timothy wilson : medieval and early renaissance, ca 1250-1480 ; first flourishing, ca 1480-1520 ; istoriato and lusterware, ca 1520-1570 ; new forms and ambitions, ca 1550-1600 ; aftermath and diaspora, ca 1600-1700","['majolica, italian', 'majolica, renaissance']","['mural painting and decoration, italian', 'mural painting and decoration, renaissance', 'mosaics, italian', 'sculpture, baroque', 'sculpture, renaissance']",n,"{'majolica, italian': 183, 'majolica, renaissance': 46}"
cornelia parker : the roof garden commission,"""turner prize-nominated british artist cornelia parker (born 1956) is well known for her large-scale, site-specific installations her work has been featured in many solo exhibitions and is included in collections around the world often composed of ordinary objects, her installations make the familiar extraordinary, whimsical, and even poignant her work for the 2016 roof garden commission at the met, documented here, merges two iconic examples of american architecture: the red barn and the infamous mansion on a hill from alfred hitchcock's movie psycho--itself inspired by the paintings of edward hopper the resulting piece is brilliantly allusive, exploring the tension between the tropes represented by these two cultural symbols this slim volume includes an interview with the artist in which she eloquently illuminates her work and influences"" -- publisher's description","an unstable home / beatrice galilee -- a conversation with cornelia parker / sheena wagstaff -- transitional object (psychobarn), 2016 -- selected exhibition history -- further reading",['site-specific installations (art)'],"['dwellings in art', 'architecture in art', 'museum architecture', 'gardens in art', 'installations (art)']",n,{'site-specific installations (art)': 103}
dali's moustaches : an act of homage,"""whether curled into a figure 8 or splayed like a cat's whiskers, dali's moustache is arguably the world s most famous facial hair but when asked to explain why he styled it in such bizarre and seemingly comic fashion, the artist remarked that his moustache was the most serious part of his personality in this book, boris friedewald tells the life story of the renowned spanish surrealist through the various moustache styles he had throughout his life dali cultivated his moustaches he staged them and had them photographed but these were more than mere vanity projects dali s evolving facial hair signifies certain points in the artist's own metamorphosis and was a kind of antenna of his metaphysical inspiration illustrated with many intriguing photographs of the artist and his ever-changing moustache, this book describes how dali cared for and styled his facial hair, and shows how it influenced many artists in his wake from ringo starr to lady gaga filled with anecdotes and engaging commentary about dali s work, this book offers readers a fascinating new way of looking at the artist, his life, and his legacy"" -- provided by publisher","the multiple lives of salvador dalí -- hairy beginnings -- the surreal menjou moustache -- communist beards -- here comes the dalí moustache -- a paranoiac-critical view: moustache metamorphoses in exile -- hitler's tragical constant -- mystical: the moustache as metaphysical antenna -- absurd: moustache becomes book! -- the ""mona lisa"" and other bearded women -- moustache wax i, or: the anti-nietzschean moustache -- hairy stories: the beatles, delilah and samson -- ""je suis fou"": dalí's moustache as a star of tv and advertising -- cutting back -- moustache wax ii, or: philosophical flies -- dalí is dead - long live dalí's moustache!",['mustaches'],"['metamorphosis in art', 'head in art', 'dictators in art', 'mustaches', 'face in art']",n,{'mustaches': 4}
salvage style : decorate with vintage finds,"""decorate with repurposed, refurbished, and vintage items to stunning effect try wire cubbies for pretty bathroom storage; a tree trunk as a rustic nightstand; a bedspring as an inventive memo board; a breadbox to hold silverware and so much more!"" --back cover",introduction -- kitchens -- living and dining rooms -- bedrooms -- bathrooms,"['found objects (art) in interior decoration', 'house furnishings', 'interior decoration']","['antiques in interior decoration', 'salvage (waste, etc) in interior decoration', 'interior decoration accessories', 'furniture, early american', 'decoration and ornament, rustic']",n,"{'found objects (art) in interior decoration': 6, 'house furnishings': 7, 'interior decoration': 8}"
"maniera : pontormo, bronzino and medici florence","brimming with numerous illustrations and essays, this lavish book brings together the best in mannerist art from the city of florence, where the movement was born emerging in the early 16th century on the heels of the renaissance, the mannerist style arose out of the art worlds attempts to further the incredible achievements of michelangelo, leonardo, and raphael mannerist art comprises many facets: it is elegant, cultivated, and sophisticated but also artificial, extravagant, and sometimes even bizarre some called the art of maniera ""the stylish style"" spanning the period from the return of the medici in 1512 and the first tentative steps of the new generation of artists to the definition of the maniera in giorgio vasaris lives of the artists in 1568, more than 120 paintings, drawings, and sculptures from the worlds leading museums are gathered in this book it features works by andrea del sarto, rosso fiorentino, and giorgio vasari with a special focus on the work of pontormo and bronzino, the central figures of florentine mannerism the developments in art during the decades in question are closely related to the history of the city of florence refined elegance and creative extravagance render the painters of the maniera a particular phenomenon in the art of italy this beautifully produced and authoritative book presents the achievements and practitioners of one of the most intriguing and influential periods in the history of european art","manner, mannerism, maniera : on the history of a controversial term / hans aurenhammer -- ""uno avulso non deficit alter"" : florence and the medici, 1512-1574 / nicholas scott baker -- examples of maniera : perino, pontormo, bronzino and the martyrdom of the ten thousand / bastian eclercy -- catalogue -- a laboratory of maniera: the 'wild youth' of florence -- anti-classicism and experimentation: pontormo and rosso explore new avenues -- a side glance at rome: art under clement vii before the sack of rome -- political turmoil and artistic florescence: florentine painting of the last republic -- years of transition: bronzino's ascendancy and the first duke of florence -- paragone: the rivalry of the arts -- image of a court: bronzino as the medici court painter -- vasari: court artist to cosimo i and the father of art history","['mannerism (art)', 'art, italian', 'mannerism (art)']","['art, early renaissance', 'mural painting and decoration, renaissance', 'cities and towns, renaissance, in art', 'mural painting and decoration, italian', 'art, renaissance']",n,"{'mannerism (art)': 15, 'art, italian': 13}"
